"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009268","GO:0009268","response to pH","2/262","19/6818",0.16424756588566,0.542016967422678,0.486857006606206,"SCNN1A/SCNN1B",2
"GO:0016601","GO:0016601","Rac protein signal transduction","2/262","19/6818",0.16424756588566,0.542016967422678,0.486857006606206,"BRK1/RAC1",2
"GO:0019835","GO:0019835","cytolysis","2/262","19/6818",0.16424756588566,0.542016967422678,0.486857006606206,"LYZ/PLA2G2A",2
"GO:0042730","GO:0042730","fibrinolysis","2/262","19/6818",0.16424756588566,0.542016967422678,0.486857006606206,"FGA/FGG",2
"GO:0045022","GO:0045022","early endosome to late endosome transport","2/262","19/6818",0.16424756588566,0.542016967422678,0.486857006606206,"SNX3/EZR",2
"GO:0045823","GO:0045823","positive regulation of heart contraction","2/262","19/6818",0.16424756588566,0.542016967422678,0.486857006606206,"HSP90AA1/CHGA",2
"GO:0051204","GO:0051204","protein insertion into mitochondrial membrane","2/262","19/6818",0.16424756588566,0.542016967422678,0.486857006606206,"HSP90AA1/ROMO1",2
"GO:0060055","GO:0060055","angiogenesis involved in wound healing","2/262","19/6818",0.16424756588566,0.542016967422678,0.486857006606206,"GPX1/XBP1",2
"GO:0060479","GO:0060479","lung cell differentiation","2/262","19/6818",0.16424756588566,0.542016967422678,0.486857006606206,"AGR2/ASCL1",2
"GO:0060487","GO:0060487","lung epithelial cell differentiation","2/262","19/6818",0.16424756588566,0.542016967422678,0.486857006606206,"AGR2/ASCL1",2
"GO:0090023","GO:0090023","positive regulation of neutrophil chemotaxis","2/262","19/6818",0.16424756588566,0.542016967422678,0.486857006606206,"MDK/RAC1",2
"GO:1903524","GO:1903524","positive regulation of blood circulation","2/262","19/6818",0.16424756588566,0.542016967422678,0.486857006606206,"HSP90AA1/CHGA",2
"GO:0043408","GO:0043408","regulation of MAPK cascade","17/262","342/6818",0.165123325736472,0.54432790269345,0.488932762709818,"HLA-DRB1/CCL2/IGFBP4/GSTP1/FGA/PEBP1/FGG/AGER/APOE/CCL18/CXCL17/EFNA1/PRDX1/RPS3/PLA2G2A/EZR/YWHAZ",17
"GO:0009308","GO:0009308","amine metabolic process","4/262","56/6818",0.16730377892547,0.550778648439539,0.494727029223747,"SAT1/OAZ1/NNMT/ODC1",4
"GO:0003006","GO:0003006","developmental process involved in reproduction","17/262","343/6818",0.168015648384005,0.550778648439539,0.494727029223747,"MDK/WFDC2/SDC1/PSAP/KRT19/TNC/SPP1/BSG/SPINK1/BASP1/HSPA5/ANXA1/CCNI/ALOX15B/AREG/H3-3B/PAEP",17
"GO:0050673","GO:0050673","epithelial cell proliferation","13/262","251/6818",0.16802717451506,0.550778648439539,0.494727029223747,"B2M/MDK/ZFP36L1/GRN/IGFBP5/CCL2/IGFBP4/SPINK1/APOE/GPX1/XBP1/AREG/F3",13
"GO:0007286","GO:0007286","spermatid development","3/262","37/6818",0.168556511550302,0.550778648439539,0.494727029223747,"SPINK1/H3-3B/PAEP",3
"GO:0010332","GO:0010332","response to gamma radiation","3/262","37/6818",0.168556511550302,0.550778648439539,0.494727029223747,"HSPA5/GPX1/EGR1",3
"GO:0035924","GO:0035924","cellular response to vascular endothelial growth factor stimulus","3/262","37/6818",0.168556511550302,0.550778648439539,0.494727029223747,"ANXA1/CD63/HSPB1",3
"GO:0042310","GO:0042310","vasoconstriction","3/262","37/6818",0.168556511550302,0.550778648439539,0.494727029223747,"FGA/FGG/SCNN1B",3
"GO:0150076","GO:0150076","neuroinflammatory response","3/262","37/6818",0.168556511550302,0.550778648439539,0.494727029223747,"GRN/TYROBP/AGER",3
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","11/262","206/6818",0.168678180534353,0.550778648439539,0.494727029223747,"B2M/MDK/ZFP36L1/GRN/CCL2/SPINK1/APOE/GPX1/XBP1/AREG/F3",11
"GO:0030003","GO:0030003","cellular cation homeostasis","12/262","229/6818",0.17042347801221,0.555892354147082,0.49932032353569,"FTL/GRN/CALCA/SLC39A7/APOE/SCNN1A/SCNN1B/S100A9/ATP5F1B/ATP1B1/MT2A/LCN2",12
"GO:0034660","GO:0034660","ncRNA metabolic process","14/262","275/6818",0.171904289630743,0.560133515162357,0.503129870248315,"RPL5/RPL11/RPL7/H19/RPL27/RPS24/RPS21/RPS16/RPS8/RPS25/RPL10A/RPL7A/RPL35A/EGR1",14
"GO:0010212","GO:0010212","response to ionizing radiation","5/262","77/6818",0.173425747732862,0.563223272414694,0.505905189209574,"HSPA5/GPX1/ANXA1/RHOB/EGR1",5
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","5/262","77/6818",0.173425747732862,0.563223272414694,0.505905189209574,"MDK/GRN/CCL2/APOE/HDGF",5
"GO:0051606","GO:0051606","detection of stimulus","5/262","77/6818",0.173425747732862,0.563223272414694,0.505905189209574,"HLA-B/HLA-A/HLA-DRB1/CALCA/PIGR",5
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","10/262","185/6818",0.174026792976041,0.563223272414694,0.505905189209574,"ENO1/IFI6/RPL11/GPX1/RACK1/HSPB1/XBP1/MUC1/S100A9/RPS3",10
"GO:0034284","GO:0034284","response to monosaccharide","6/262","98/6818",0.174495644590801,0.563223272414694,0.505905189209574,"HLA-DRB1/AGER/GPX1/RACK1/XBP1/EGR1",6
"GO:0071248","GO:0071248","cellular response to metal ion","6/262","98/6818",0.174495644590801,0.563223272414694,0.505905189209574,"B2M/HSPA5/FABP4/ALOX5AP/AQP1/MT2A",6
"GO:0021700","GO:0021700","developmental maturation","8/262","141/6818",0.17469935813762,0.563223272414694,0.505905189209574,"SPINK1/FGG/CD63/PFN1/ASCL1/H3-3B/PAEP/YWHAZ",8
"GO:0010959","GO:0010959","regulation of metal ion transport","9/262","163/6818",0.174877068536588,0.563223272414694,0.505905189209574,"B2M/CCL2/LGALS3/SPINK1/CD63/TSPAN13/BPIFA1/GRP/ATP1B1",9
"GO:1901655","GO:1901655","cellular response to ketone","4/262","57/6818",0.174886745094806,0.563223272414694,0.505905189209574,"SPP1/SCNN1A/SCNN1B/AQP1",4
"GO:1903530","GO:1903530","regulation of secretion by cell","13/262","253/6818",0.17489956234688,0.563223272414694,0.505905189209574,"SDC1/S100A10/SPP1/HLA-DRB1/SPINK1/FGA/FGG/APOE/ANXA1/CHGA/GRP/VAMP8/EZR",13
"GO:0031589","GO:0031589","cell-substrate adhesion","11/262","208/6818",0.176306096638794,0.563223272414694,0.505905189209574,"MDK/S100A10/COL3A1/AGR2/FGA/FGG/CD63/EFNA1/RAC1/ACTG1/BCAM",11
"GO:0003254","GO:0003254","regulation of membrane depolarization","2/262","20/6818",0.178115965663646,0.563223272414694,0.505905189209574,"IFI6/RACK1",2
"GO:0006414","GO:0006414","translational elongation","2/262","20/6818",0.178115965663646,0.563223272414694,0.505905189209574,"EEF1A1/RACK1",2
"GO:0010658","GO:0010658","striated muscle cell apoptotic process","2/262","20/6818",0.178115965663646,0.563223272414694,0.505905189209574,"MDK/HSP90AA1",2
"GO:0010874","GO:0010874","regulation of cholesterol efflux","2/262","20/6818",0.178115965663646,0.563223272414694,0.505905189209574,"APOE/NAXE",2
"GO:0030279","GO:0030279","negative regulation of ossification","2/262","20/6818",0.178115965663646,0.563223272414694,0.505905189209574,"MDK/CALCA",2
"GO:0031116","GO:0031116","positive regulation of microtubule polymerization","2/262","20/6818",0.178115965663646,0.563223272414694,0.505905189209574,"RAC1/RPS3",2
"GO:0032743","GO:0032743","positive regulation of interleukin-2 production","2/262","20/6818",0.178115965663646,0.563223272414694,0.505905189209574,"ANXA1/RPS3",2
"GO:0043403","GO:0043403","skeletal muscle tissue regeneration","2/262","20/6818",0.178115965663646,0.563223272414694,0.505905189209574,"GPX1/ANXA1",2
"GO:0046697","GO:0046697","decidualization","2/262","20/6818",0.178115965663646,0.563223272414694,0.505905189209574,"SPP1/BSG",2
"GO:0060669","GO:0060669","embryonic placenta morphogenesis","2/262","20/6818",0.178115965663646,0.563223272414694,0.505905189209574,"ZFP36L1/TRIM28",2
"GO:0072012","GO:0072012","glomerulus vasculature development","2/262","20/6818",0.178115965663646,0.563223272414694,0.505905189209574,"AQP1/EGR1",2
"GO:1902003","GO:1902003","regulation of amyloid-beta formation","2/262","20/6818",0.178115965663646,0.563223272414694,0.505905189209574,"APOE/EFNA1",2
"GO:1903426","GO:1903426","regulation of reactive oxygen species biosynthetic process","2/262","20/6818",0.178115965663646,0.563223272414694,0.505905189209574,"COX2/H19",2
"GO:2000352","GO:2000352","negative regulation of endothelial cell apoptotic process","2/262","20/6818",0.178115965663646,0.563223272414694,0.505905189209574,"FGA/FGG",2
"GO:0002028","GO:0002028","regulation of sodium ion transport","3/262","38/6818",0.178154149145104,0.563223272414694,0.505905189209574,"BPIFA1/GRP/ATP1B1",3
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion","3/262","38/6818",0.178154149145104,0.563223272414694,0.505905189209574,"FGA/FGG/AGER",3
"GO:0060291","GO:0060291","long-term synaptic potentiation","3/262","38/6818",0.178154149145104,0.563223272414694,0.505905189209574,"TYROBP/AGER/APOE",3
"GO:1901264","GO:1901264","carbohydrate derivative transport","3/262","38/6818",0.178154149145104,0.563223272414694,0.505905189209574,"SLC25A6/PSAP/NPC2",3
"GO:0031344","GO:0031344","regulation of cell projection organization","15/262","300/6818",0.17829956592883,0.563223272414694,0.505905189209574,"B2M/MDK/GRN/SPP1/HSPA5/APOE/HSP90AA1/BRK1/PFN1/EFNA1/S100A9/RAC1/CRABP2/SNX3/EZR",15
"GO:0030336","GO:0030336","negative regulation of cell migration","9/262","164/6818",0.179254818965913,0.564465707795142,0.507021184476481,"TIMP1/IGFBP5/CCL2/COL3A1/APOE/RAC1/ALOX15B/RHOB/IFITM1",9
"GO:0042063","GO:0042063","gliogenesis","9/262","164/6818",0.179254818965913,0.564465707795142,0.507021184476481,"MDK/GRN/CCL2/COL3A1/AGER/ANXA1/S100A9/ASCL1/AREG",9
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","8/262","142/6818",0.179420756894265,0.564465707795142,0.507021184476481,"GAPDH/TIMP1/WFDC2/IFI6/SPINK1/PEBP1/GPX1/AQP1",8
"GO:0090150","GO:0090150","establishment of protein localization to membrane","8/262","142/6818",0.179420756894265,0.564465707795142,0.507021184476481,"KRT18/HSPA5/RN7SL1/RACK1/HSP90AA1/ROMO1/ATP1B1/VAMP5",8
"GO:0006986","GO:0006986","response to unfolded protein","6/262","99/6818",0.180221650541623,0.566410901702244,0.508768419968726,"AGR2/HSPA5/RACK1/HSPB1/HSP90AA1/XBP1",6
"GO:0045639","GO:0045639","positive regulation of myeloid cell differentiation","4/262","58/6818",0.182585545001006,0.572101374336484,0.513879784814101,"ZFP36L1/HLA-DRB1/ISG15/TYROBP",4
"GO:0071805","GO:0071805","potassium ion transmembrane transport","4/262","58/6818",0.182585545001006,0.572101374336484,0.513879784814101,"CD63/GRP/AQP1/ATP1B1",4
"GO:1901222","GO:1901222","regulation of NIK/NF-kappaB signaling","4/262","58/6818",0.182585545001006,0.572101374336484,0.513879784814101,"TMSB4X/AGER/PRDX1/RPS3",4
"GO:0022604","GO:0022604","regulation of cell morphogenesis","9/262","165/6818",0.183682081535652,0.574956424746309,0.516444282569303,"MDK/S100A10/CCL2/FGA/FGG/ANXA1/RAC1/RHOB/EZR",9
"GO:0055080","GO:0055080","cation homeostasis","14/262","279/6818",0.185329139926464,0.579527209729731,0.520549908091417,"B2M/FTL/GRN/CALCA/SLC39A7/APOE/SCNN1A/SCNN1B/S100A9/ATP5F1B/ATP1B1/S100A14/MT2A/LCN2",14
"GO:0009725","GO:0009725","response to hormone","22/262","467/6818",0.18551862988911,0.579535538686826,0.520557389427544,"TIMP1/MDK/ZFP36L1/IGFBP5/SDC1/KRT19/SPP1/COL3A1/ND3/BSG/SPINK1/RPL27/SCGB1A1/GPX1/ANXA1/SCNN1A/SCNN1B/HSP90AA1/XBP1/AQP1/AREG/EGR1",22
"GO:0090257","GO:0090257","regulation of muscle system process","6/262","100/6818",0.18602246067604,0.580524821948769,0.521445995350501,"ENO1/IGFBP5/CALCA/HSP90AA1/CHGA/ATP1B1",6
"GO:0007266","GO:0007266","Rho protein signal transduction","5/262","79/6818",0.186515406339105,0.580537399177525,0.52145729262035,"COL3A1/APOE/RAC1/RHOB/COL1A2",5
"GO:0022612","GO:0022612","gland morphogenesis","5/262","79/6818",0.186515406339105,0.580537399177525,0.52145729262035,"MDK/IGFBP5/TNC/XBP1/AREG",5
"GO:0002292","GO:0002292","T cell differentiation involved in immune response","3/262","39/6818",0.187897984775704,0.580537399177525,0.52145729262035,"HLA-DRA/HLA-DRB1/ANXA1",3
"GO:0032722","GO:0032722","positive regulation of chemokine production","3/262","39/6818",0.187897984775704,0.580537399177525,0.52145729262035,"AGER/ALOX15B/EGR1",3
"GO:0042058","GO:0042058","regulation of epidermal growth factor receptor signaling pathway","3/262","39/6818",0.187897984775704,0.580537399177525,0.52145729262035,"IFI6/AGR2/AREG",3
"GO:0042255","GO:0042255","ribosome assembly","3/262","39/6818",0.187897984775704,0.580537399177525,0.52145729262035,"RPL5/RPL11/RPL10",3
"GO:0043266","GO:0043266","regulation of potassium ion transport","3/262","39/6818",0.187897984775704,0.580537399177525,0.52145729262035,"CD63/GRP/ATP1B1",3
"GO:0048146","GO:0048146","positive regulation of fibroblast proliferation","3/262","39/6818",0.187897984775704,0.580537399177525,0.52145729262035,"S100A6/BRK1/AQP1",3
"GO:0048524","GO:0048524","positive regulation of viral process","3/262","39/6818",0.187897984775704,0.580537399177525,0.52145729262035,"HLA-DRB1/LGALS1/PABPC1",3
"GO:0061157","GO:0061157","mRNA destabilization","3/262","39/6818",0.187897984775704,0.580537399177525,0.52145729262035,"ZFP36L1/YBX1/PABPC1",3
"GO:0030217","GO:0030217","T cell differentiation","8/262","144/6818",0.189030030045928,0.582097407076767,0.522858541698803,"B2M/MDK/ZFP36L1/HLA-DRA/HLA-DRB1/ANXA1/XBP1/EGR1",8
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","4/262","59/6818",0.190394422422808,0.582097407076767,0.522858541698803,"RPL5/RPL11/MUC1/RPS20",4
"GO:1905477","GO:1905477","positive regulation of protein localization to membrane","4/262","59/6818",0.190394422422808,0.582097407076767,0.522858541698803,"LGALS3/AGR2/RACK1/EZR",4
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","6/262","101/6818",0.191895893415829,0.582097407076767,0.522858541698803,"MDK/LGALS3/AGER/CXCL17/RAC1/S100A14",6
"GO:0002369","GO:0002369","T cell cytokine production","2/262","21/6818",0.192155946114317,0.582097407076767,0.522858541698803,"B2M/HLA-A",2
"GO:0002724","GO:0002724","regulation of T cell cytokine production","2/262","21/6818",0.192155946114317,0.582097407076767,0.522858541698803,"B2M/HLA-A",2
"GO:0010743","GO:0010743","regulation of macrophage derived foam cell differentiation","2/262","21/6818",0.192155946114317,0.582097407076767,0.522858541698803,"ALOX15B/PLA2G2A",2
"GO:0021872","GO:0021872","forebrain generation of neurons","2/262","21/6818",0.192155946114317,0.582097407076767,0.522858541698803,"B2M/ASCL1",2
"GO:0031112","GO:0031112","positive regulation of microtubule polymerization or depolymerization","2/262","21/6818",0.192155946114317,0.582097407076767,0.522858541698803,"RAC1/RPS3",2
"GO:0032309","GO:0032309","icosanoid secretion","2/262","21/6818",0.192155946114317,0.582097407076767,0.522858541698803,"ANXA1/PLA2G2A",2
"GO:0032735","GO:0032735","positive regulation of interleukin-12 production","2/262","21/6818",0.192155946114317,0.582097407076767,0.522858541698803,"MDK/AGER",2
"GO:0045056","GO:0045056","transcytosis","2/262","21/6818",0.192155946114317,0.582097407076767,0.522858541698803,"AGER/PIGR",2
"GO:0060998","GO:0060998","regulation of dendritic spine development","2/262","21/6818",0.192155946114317,0.582097407076767,0.522858541698803,"APOE/EFNA1",2
"GO:0070232","GO:0070232","regulation of T cell apoptotic process","2/262","21/6818",0.192155946114317,0.582097407076767,0.522858541698803,"LGALS3/EFNA1",2
"GO:0070670","GO:0070670","response to interleukin-4","2/262","21/6818",0.192155946114317,0.582097407076767,0.522858541698803,"HSPA5/XBP1",2
"GO:0071353","GO:0071353","cellular response to interleukin-4","2/262","21/6818",0.192155946114317,0.582097407076767,0.522858541698803,"HSPA5/XBP1",2
"GO:0071480","GO:0071480","cellular response to gamma radiation","2/262","21/6818",0.192155946114317,0.582097407076767,0.522858541698803,"HSPA5/EGR1",2
"GO:0090151","GO:0090151","establishment of protein localization to mitochondrial membrane","2/262","21/6818",0.192155946114317,0.582097407076767,0.522858541698803,"HSP90AA1/ROMO1",2
"GO:1901798","GO:1901798","positive regulation of signal transduction by p53 class mediator","2/262","21/6818",0.192155946114317,0.582097407076767,0.522858541698803,"RPL11/RPS20",2
"GO:1990000","GO:1990000","amyloid fibril formation","2/262","21/6818",0.192155946114317,0.582097407076767,0.522858541698803,"B2M/APOE",2
"GO:0016055","GO:0016055","Wnt signaling pathway","11/262","213/6818",0.196078480663913,0.592822073118381,0.532491780360499,"RPS12/MDK/SDC1/IGFBP4/CPE/APOE/RACK1/RAC1/SNX3/WIF1/EGR1",11
"GO:0198738","GO:0198738","cell-cell signaling by wnt","11/262","213/6818",0.196078480663913,0.592822073118381,0.532491780360499,"RPS12/MDK/SDC1/IGFBP4/CPE/APOE/RACK1/RAC1/SNX3/WIF1/EGR1",11
"GO:0014910","GO:0014910","regulation of smooth muscle cell migration","3/262","40/6818",0.197776116064099,0.593774267551823,0.533347071909354,"MDK/IGFBP5/S100A11",3
"GO:0042246","GO:0042246","tissue regeneration","3/262","40/6818",0.197776116064099,0.593774267551823,0.533347071909354,"MDK/GPX1/ANXA1",3
"GO:0048515","GO:0048515","spermatid differentiation","3/262","40/6818",0.197776116064099,0.593774267551823,0.533347071909354,"SPINK1/H3-3B/PAEP",3
"GO:0050779","GO:0050779","RNA destabilization","3/262","40/6818",0.197776116064099,0.593774267551823,0.533347071909354,"ZFP36L1/YBX1/PABPC1",3
"GO:0061014","GO:0061014","positive regulation of mRNA catabolic process","3/262","40/6818",0.197776116064099,0.593774267551823,0.533347071909354,"ZFP36L1/YBX1/PABPC1",3
"GO:1903201","GO:1903201","regulation of oxidative stress-induced cell death","3/262","40/6818",0.197776116064099,0.593774267551823,0.533347071909354,"GPX1/RACK1/HSPB1",3
"GO:0000041","GO:0000041","transition metal ion transport","4/262","60/6818",0.198307589034071,0.593774267551823,0.533347071909354,"B2M/FTL/SLC39A7/LCN2",4
"GO:0048639","GO:0048639","positive regulation of developmental growth","4/262","60/6818",0.198307589034071,0.593774267551823,0.533347071909354,"AGR2/BASP1/CRABP2/EZR",4
"GO:0050806","GO:0050806","positive regulation of synaptic transmission","4/262","60/6818",0.198307589034071,0.593774267551823,0.533347071909354,"CCL2/TYROBP/AGER/APOE",4
"GO:0099173","GO:0099173","postsynapse organization","4/262","60/6818",0.198307589034071,0.593774267551823,0.533347071909354,"ARF4/APOE/EFNA1/ACTG1",4
"GO:0007005","GO:0007005","mitochondrion organization","14/262","283/6818",0.199248918801577,0.595555687481602,0.534947200367777,"ND5/SLC25A6/NDUFS5/ND2/IFI6/ND4/NDUFA1/GPX1/HSP90AA1/ND6/ND1/ROMO1/WDR45B/NDUFB7",14
